PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect chain URLs,Redirect chain URLs codes,No. of redirect chain URLs,Redirect URL,Redirect URL code,Redirect URL patch,Redirect URL patch status,No. of redirect inlinks,No. of all inlinks,First found at
0,http://kinexisdigital.com/,,,false,301,0,"https://www.kinexisdigital.com/
https://www.kinexisdigital.com/en","307
200",2,https://www.kinexisdigital.com/,307,,,0,0,
0,https://kinexisdigital.com/,,,false,301,0,"https://www.kinexisdigital.com/
https://www.kinexisdigital.com/en","307
200",2,https://www.kinexisdigital.com/,307,,,0,0,
